,screen_name,lang,followers_count,friends_count,cluster_name,cluster_country,description
1241,Jeffrey_Black,en,4516,2445,Center,,European Economics at Bloomberg News. Frankfurt & Elsewhere. Opinions Mine Only.
1242,alanbeattie,en,9684,651,Center,,Financial Times hack. RT ≠ agree. Views: model's own. New dad: excuse fatigue-related incoherence. May contain irony and overstatement.
1243,EurActivJobSite,en,5710,59,Center,,Careers you dream about. Get your free newsletter twice a week into your mailbox. Subscribe here: http://t.co/UraqaoKP5Y. It only takes a minute!
1244,ValedeAlmeidaEU,en,5781,231,Center,,"João Vale de Almeida is a Senior EU diplomat (formerly: EU Ambassador to US 2010-14,Chief of Staff of the President, G8/G20 Sherpa and Director General Relex)"
1245,carmecolomina,ca,2466,1156,Center,,Periodista - Journalist for ARA newspaper and associate researcher in CIDOB. Views are my own. RT is not endorsement
1246,strobetalbott,en,30060,1405,Center,,"President, Brookings Institution"
1247,lacomeuropeenne,en,3043,543,Center,,Directeur du pôle #digital chez Cohn & Wolfe / Intervenant en #communication et #UE à la #Sorbonne
1248,EU_Consumer,en,18459,1428,Center,,"Working for safer and empowered EU consumers. Updates from the European Commission's Justice & Consumers DG. RT, quotes from 3rd parties & links ≠ endorsements."
1249,etuc_ces,en,8113,1614,Center,,#ETUC15
1250,EU_EESC,en,19627,459,Center,,The European Economic and Social Committee is the consultative body of the EU representing European #civilsociety organisations. Official account #EESC
1251,Europa_Nova,fr,3294,1868,Center,,Action pour une Europe politique
1252,EU_eHealth,en,14736,5922,Center,,"Improving health & wellbeing through EU policy, innovation & research on #eHealth, account of the European Commission. #mHealth #hcsmeu #telemedicine #H2020"
1253,valentinapop,en,5707,624,Center,,"Covering the EU bubble, migration & international courts for The Wall Street Journal. The name is real. Made in Transylvania."
1254,EU_Health,en,18735,1760,Center,,"EU Commission's DG Health & Food Safety (SANTE). We work to protect health, prevent diseases & strengthen health systems. RT ≠ endorsement. Food tweets @Food_EU"
1255,EP_Economics,en,5856,213,Center,,European Parliament Committee on Economic and Monetary Affairs. Managed by Ron Korver & Dorota Kolinska. RTs ≠ endorsement.
1256,EU_TTIP_team,en,19104,107,Center,,Official account of the @Trade_EU #TTIP team. Negotiating with the US on a new EU-US trade & investment deal. RT etc. ≠ endorsement.
1257,EUfiene,en,1855,2039,Center,,"Private Account. Press & Social Media Manager for @EU_Bonn. Former journalist for ZDF&ARD. Strictly private views, not of institution. RT = no endorsement."
1258,EurActivVideo,en,3014,699,Center,,EU news and policy debate videos. @EurActiv is the leading online EU affairs media.
1259,FRIDE,en,8950,5386,Center,,Madrid-based think tank aiming to provide the best and most innovative thinking on Europe’s role in the international arena.
1260,visionsdeurope,fr,995,466,Center,,Association de Sciences Po Lille et de l'Université de Münster qui oeuvre depuis 2005 pour le débat sur l'Europe et entre Européens.
1261,TygodnikWPROST,pl,291760,692,Center,,Wprost is one of the most influential weekly news magazines in Poland. It is published by AWR WPROST part of @PMPG_PL
1262,ONEbrussels,en,2511,1377,Center,,"We are the @ONEcampaign in Brussels! An organisation of nearly 7 million members, taking action to end extreme poverty, AIDS & preventable diseases!"
1263,vihargg,en,2196,2417,Center,,"EU affairs, global security, geopolitics. Links and retweets are not endorsements. Opinions are my own."
1264,miroslavhajnos,en,20217,21695,Center,,Head of Department of International Relations in @KOZSlovakRep. Analyst of @europeandialoge and Journalist of @EuropskeNoviny. Views are my own
1265,CoalsonR,en,6324,727,Center,,This account is no longer active. Please follow @rferl. Read RFE/RL press releases here: http://t.co/XuPqo07uNe
1266,PabloPerezA,en,4970,3207,Center,,Social Media @EU_Commission  European Union Communications. Digital Diplomacy.Views are mine.RT≠Endorsement.Real Murcia supporter.Journalist.Need sunlight
1267,petrasovdat,en,8714,1667,Center,,"journalist at Finance Daily

pripombe, pohvale in informacije sprejemam tudi na e-mail (petra.sovdat@finance.si) ;)"
1268,cafebabelbxl,en,3223,894,Center,,The European Magazine - Brussels office - bruxelles@cafebabel.com
1269,ScotlandEuropa,en,3210,1110,Center,,Networking Scotland in Europe. Membership-based organisation representing Scotland's interests across EU institutions and to European nations and regions.
1270,NewsweekPolska,pl,442942,1249,Center,,"Newsweek Polska jest jedną z nieanglojęzycznych edycji amerykańskiego tygodnika, który od dziesięcioleci wyznacza najwyższe standardy dziennikarstwa."
1271,ph_lamberts,fr,3688,302,Center,,"Député européen écolo, co-Président des Verts UE, membre de la commission ECON  au Parlement. Ce compte Twitter est alimenté par l'équipe de Philippe Lamberts."
1272,MBarnierEU,en,52,4,Center,,I have moved to @MichelBarnier
1273,RFERL,en,30315,714,Center,,"Radio Free Europe/Radio Liberty provides first-hand coverage from Russia, Ukraine, E. Europe, Balkans, Caucasus, AfPak & ME."
1274,gmfus,en,22213,5576,Center,,"GMF is a policy institute devoted to strengthening transatlantic relations. Offices in DC, Berlin, Paris, Brussels, Belgrade, Ankara, Bucharest, Warsaw."
1275,EuropesWorld,en,3665,891,Center,,"Europe’s World is an independent Europe-wide policy journal, produced in association with some 150-plus leading European think tanks and academic institutes"
1276,youngvotersEU,en,1258,899,Center,,"The League of Young Voters is a Europe-wide initiative to strengthen young people's say in political decision-making. Stay tuned for #youthUP, our new campaign!"
1277,JoshuaChaffin,en,1595,264,Center,,"Europe News Editor, Deputy World News Editor, Financial Times. Accidental Atlanticist. Views entirely my own"
1278,myeurop,fr,2647,1524,Center,,"Le site d'info à dimension européenne. Regarder ailleurs, mieux comprendre ici.
Nos correspondants vivent et enquêtent partout en Europe."
1279,CER_Grant,en,4787,913,Center,,"Director, Centre for European Reform. Interested in the EU, Russia and China. Also a music lover."
1280,EUReuters,en,7994,347,Center,,"Breaking news, insight and analysis on the European Union and NATO from Reuters' multimedia bureau in Brussels"
1281,poljourno,en,2029,1975,Center,,"Group editor (business) at Motivate Publishing in Dubai. Acclaimed blogger. Former PublicServiceEurope founder, Policy Review MD and @Centralway marketer."
1282,debackerphil,en,3914,807,Center,,"Europees Parlementslid @openvld, Antwerpenaar. Biotechnoloog. Responsible rebel. Gepassioneerd door politiek en wetenschap en dochter Sophia"
1283,BXLSeanK,en,1727,1968,Center,,"Journalist/Media Consultant/Event Moderator. Director, SeanKlein Media Ltd. Former Europe Bureaux Editor, BBC News. Brit-German-Austrian"
1284,Bruegel_org,en,31438,1646,Center,,"Independent & non-doctrinal international economics think-tank with a mission - improve economic policy. 
RT ≠ endorsement"
1285,anticorruption,en,79997,1014,Center,,Transparency International is the global coalition fighting against corruption.
1286,marctarabella,fr,3839,128,Center,,"Député européen. Chef de délégation PS, Eurodéputé en charge de la défense du consommateur, de l'égalité des genres, et de l'agriculture"
1287,GUENGL,fr,13067,450,Center,,The European United Left/Nordic Green Left is a Confederal Political Group in the European Parliament and consists of 52 MEPs from 12 Member States.
1288,EUombudsman,en,12620,5622,Center,,"The #EUOmbudsman, Emily O'Reilly, investigates poor and failed administration in EU institutions. She is completely independent. Account managed by media team."
1289,krytyka,en,87886,1346,Center,,"Political Critique - left-wing network of institutions and activists, ngo, journal, opinion daily, publishing house, cultural centers and clubs Institute for AS"
1290,myCORDIS,en,9851,467,Center,,Official CORDIS account. News and official information on EU-funded research projects & results #FP7 #Horizon2020 #CORDISExpress #ribfp7 #researcheu #h2020
1291,ManfredWeber,de,5629,699,Center,,"Bayer & Europäer, EVP-Fraktionschef, Bezirksvorsitzender @CSU Niederbayern - Bavarian & European, Chair @EPPGroup, European Parliament"
1292,ideasoneurope,en,11215,10817,Center,,"The UACES blogging platform: informed analysis, comment, dialogue and debate on all things European."
1293,EuropaAbierta,es,1441,1116,Center,,"Europa Abierta, Radio Exterior de España, un programa dedicado a las instituciones y los ciudadanos de Europa. europaabierta@rtve.es"
1294,eurotopics_fr,fr,3526,2558,Center,,"30 pays - 300 médias - Une revue de presse...
Suivre aussi @eurotopics_en et @eurotopics (de)"
1295,esharpmag,en,2372,206,Center,,E!Sharp offers timely and incisive analysis and commentary on European and global politics and policy.
1296,olgatokariuk,uk,7774,1163,Center,,"@Hromadske TV journalist & presenter, telling the world about Ukraine, explaining world events to Ukrainians. Collaborate with Italian media"
1297,chiaradef,en,2016,1072,Center,,"EU Correspondent at ANSA - Italian Newswire. Engaged to eurocrisis. Views, opinions expressed are my own"
1298,fenetreeurope,fr,1032,876,Center,,"Fenêtre sur l’Europe est un organisme de presse en ligne qui a pour objectif de contribuer à informer sur l'Europe, un maximum de citoyens."
1299,linotherhino,en,3059,1060,Center,,"EU lobbyist, serial but inconsistent blogger (www.lobbyplanet.eu , www.lobbynomics.com), and author (www.ilobby.eu)
Also organiser of www.euhackathon.eu"
1300,GlobalDemocracy,en,6191,6816,Center,,"Worldwide democracy issues, political parties, foreign policy, and elections. Not affiliated in any way with -globaldemocracy.Com!"
1301,Nosemonkey,en,3446,2237,Center,,Tweeting European politics | All opinions strictly personal & liable to be changed without notice
1302,LithuaniaMFA,en,31818,933,Center,,This is the official account of the Ministry of Foreign Affairs of the Republic of Lithuania. This account is managed by the MFA Communications team.
1303,Claude_Turmes,en,118,3,Center,,"Follow my new account: @ClaudeTurmes // Vice-President @GreensEP, Member of European Parliament / Député européen @deigreng."
1304,anthonyzach,en,3023,2538,Center,,"Policy, politics & democracy bloke. Founder of @demsoc."
1305,spanishwalker,sv,802,452,Center,,PhD Researcher at @EuropeanUni // #europeanpublicsphere // #EPS // #PolComm // #compol // #R // #python // #SNA
1306,TTIPAction,en,8097,4315,Center,,Aggregating latest news analysis & events as the US/EU negotiate a landmark trade & investment agreement. Sign up @ mkasperek@atlanticcouncil.org.
1307,EU_Careers,en,27787,248,Center,,Welcome to #EUcareers. Follow us for news about jobs in the EU Institutions & learn more about #EPSO.
1308,EUtube,en,19388,180,Center,,Official Account of the @EU_Commission Youtube Channel. Find the latest video campaigns and relevant information about policies on Europe
1309,VoxEurop,en,20607,556,Center,,"Formerly Presseurop.eu. A multilingual news and comment website on European issues. 
Contributing to the emergence of a European public space."
1310,EuromaidanPR,en-gb,41222,3385,Center,,"Discover 
Ukraine with #1 independent citizen media. Follow @EuromaidanPR, Read http://empr.media & Watch http://youtube.com/EuromaidanPR"
1311,bernadettesegol,en,2011,422,Center,,I am the General Secretary of the European Trade Union Confederation (ETUC). Je suis la Secrétaire générale de la Confédération européenne des syndicats (CES).
1312,VoxEuropES,es,2679,677,Center,,Previamente Presseurop.eu.
1313,R_Scott_Martin,en,3828,1768,Center,,Manager at Deloitte's EMEA Centre for Regulatory Strategy. Random thoughts about the state of the global economy. (views = own)
1314,ThinkYoungTW,en,2222,1939,Center,,"ThinkYoung is an NGO working to make the world a better place for young people. We do research, film and educ programmes. Retweet does not imply endorsement."
1315,jamesfraney,en,2988,2071,Center,,Brussels correspondent for Euronews. Email me: james.franey@euronews.com
1316,EUErasmusPlus,en,26467,747,Center,,"Erasmus+ strengthens education, training, youth and sport in Europe, allowing young people to gain experience by studying, training or volunteering abroad."
1317,florianeder,en,3385,1472,Center,,"Managing Editor, @POLITICOEurope"
1318,ceuropeens,fr,2782,720,Center,,Un espace de rencontres et de débats entre décideurs pour faire avancer l'Europe. Présidé par @NoelleLenoir
1319,ar_gardner,en,3366,2829,Center,,"Journalist with an incorrigible liking for nuance, long reads and RSS feeds. Abiding interests in Europe, Eurasia, Africa, global affairs and political life."
1320,AntonLaGuardia,en,21403,784,Center,,"Deputy Foreign Editor at The Economist. Formerly Middle East & Africa Editor, and Charlemagne columnist. RT≠endorsement."
1321,Balkanist,en,10317,2708,Center,,Uncompromising coverage of the Balkan region and everything to its East. Since Fall 2013.
1322,ecre,en,7927,1566,Center,,"ECRE is a pan-European alliance of 90 NGOs protecting and advancing the rights of refugees, asylum seekers and displaced persons. RTs do not imply endorsement."
1323,FHeisbourg,fr,6451,443,Center,,"Chairman/Président IISS, GCSP
conseiller spécial/special adviser FRS"
1324,gideonrachman,en,46523,238,Center,,The chief foreign affairs commentator for the Financial Times shares his views
1325,DamonMacWilson,en,8644,3044,Center,,"Advancing a Europe Whole & Free, a strong NATO & a transatlantic partnership capable of tackling global challenges & promoting common values. Views are my own."
1326,leireariz,en-gb,1658,1223,Center,,International Public Policy @UCLspp with @becarioslacaixa. Ex @Bruegel_org comms and FTI in Brussels. Candy addict & globetrotter wannabe.
1327,szuldrzynski,pl,2,0,Center,,"фонтаны
 #кладбище
 читать
 детективы"
1328,CEPS_thinktank,en,24151,1992,Center,,"One of the EU's leading independent think tanks. Authoritative analyses, strong research focus, extensive network of partner institutes & research associates."
